País de residencia,Total Nacional,Comunidades y Ciudades Autónomas,Total
444 Kirguistán,TOTAL,Castilla y León,..
444 Kirguistán,TOTAL,Castilla-La Mancha,..
444 Kirguistán,TOTAL,Cataluña,2
444 Kirguistán,TOTAL,Comunitat Valenciana,..
444 Kirguistán,TOTAL,Extremadura,..
444 Kirguistán,TOTAL,Galicia,..
444 Kirguistán,TOTAL,Madrid,
444 Kirguistán,TOTAL,Murcia,
444 Kirguistán,TOTAL,Navarra,
444 Kirguistán,TOTAL,País Vasco,..
444 Kirguistán,TOTAL,Rioja,
444 Kirguistán,TOTAL,Ciudad autónoma de Ceuta,..
444 Kirguistán,TOTAL,Ciudad autónoma de Melilla,..
418 Kuwait,TOTAL,,364
418 Kuwait,TOTAL,Andalucía,45
418 Kuwait,TOTAL,Aragón,7
418 Kuwait,TOTAL,Asturias,
418 Kuwait,TOTAL,Balears,
418 Kuwait,TOTAL,Canarias,12
418 Kuwait,TOTAL,Cantabria,2
418 Kuwait,TOTAL,Castilla y León,16
418 Kuwait,TOTAL,Castilla-La Mancha,5
418 Kuwait,TOTAL,Cataluña,46
418 Kuwait,TOTAL,Comunitat Valenciana,21
418 Kuwait,TOTAL,Extremadura,9
418 Kuwait,TOTAL,Galicia,20
418 Kuwait,TOTAL,Madrid,
418 Kuwait,TOTAL,Murcia,
418 Kuwait,TOTAL,Navarra,
418 Kuwait,TOTAL,País Vasco,12
418 Kuwait,TOTAL,Rioja,
418 Kuwait,TOTAL,Ciudad autónoma de Ceuta,1
418 Kuwait,TOTAL,Ciudad autónoma de Melilla,..
419 Laos,TOTAL,,15
419 Laos,TOTAL,Andalucía,4
419 Laos,TOTAL,Aragón,..
419 Laos,TOTAL,Asturias,
419 Laos,TOTAL,Balears,
419 Laos,TOTAL,Canarias,..
419 Laos,TOTAL,Cantabria,..
419 Laos,TOTAL,Castilla y León,1
419 Laos,TOTAL,Castilla-La Mancha,1
419 Laos,TOTAL,Cataluña,2
419 Laos,TOTAL,Comunitat Valenciana,1
419 Laos,TOTAL,Extremadura,..
419 Laos,TOTAL,Galicia,2
419 Laos,TOTAL,Madrid,
419 Laos,TOTAL,Murcia,
419 Laos,TOTAL,Navarra,
419 Laos,TOTAL,País Vasco,1
419 Laos,TOTAL,Rioja,
419 Laos,TOTAL,Ciudad autónoma de Ceuta,..
419 Laos,TOTAL,Ciudad autónoma de Melilla,..
420 Líbano,TOTAL,,629
420 Líbano,TOTAL,Andalucía,68
420 Líbano,TOTAL,Aragón,23
420 Líbano,TOTAL,Asturias,
420 Líbano,TOTAL,Balears,
420 Líbano,TOTAL,Canarias,51
420 Líbano,TOTAL,Cantabria,1
420 Líbano,TOTAL,Castilla y León,23
420 Líbano,TOTAL,Castilla-La Mancha,22
420 Líbano,TOTAL,Cataluña,150
420 Líbano,TOTAL,Comunitat Valenciana,45
420 Líbano,TOTAL,Extremadura,2
420 Líbano,TOTAL,Galicia,22
420 Líbano,TOTAL,Madrid,
420 Líbano,TOTAL,Murcia,
420 Líbano,TOTAL,Navarra,
420 Líbano,TOTAL,País Vasco,10
420 Líbano,TOTAL,Rioja,
420 Líbano,TOTAL,Ciudad autónoma de Ceuta,1
420 Líbano,TOTAL,Ciudad autónoma de Melilla,..
421 Malasia,TOTAL,,394
421 Malasia,TOTAL,Andalucía,39
421 Malasia,TOTAL,Aragón,18
421 Malasia,TOTAL,Asturias,
421 Malasia,TOTAL,Balears,
421 Malasia,TOTAL,Canarias,12
421 Malasia,TOTAL,Cantabria,4
421 Malasia,TOTAL,Castilla y León,18
421 Malasia,TOTAL,Castilla-La Mancha,3
421 Malasia,TOTAL,Cataluña,76
421 Malasia,TOTAL,Comunitat Valenciana,32
421 Malasia,TOTAL,Extremadura,2
421 Malasia,TOTAL,Galicia,18
421 Malasia,TOTAL,Madrid,
421 Malasia,TOTAL,Murcia,
421 Malasia,TOTAL,Navarra,
421 Malasia,TOTAL,País Vasco,31
421 Malasia,TOTAL,Rioja,
421 Malasia,TOTAL,Ciudad autónoma de Ceuta,..
421 Malasia,TOTAL,Ciudad autónoma de Melilla,..
422 Maldivas,TOTAL,,4
422 Maldivas,TOTAL,Andalucía,..
422 Maldivas,TOTAL,Aragón,..
422 Maldivas,TOTAL,Asturias,
422 Maldivas,TOTAL,Balears,
422 Maldivas,TOTAL,Canarias,..
422 Maldivas,TOTAL,Cantabria,..
422 Maldivas,TOTAL,Castilla y León,1
422 Maldivas,TOTAL,Castilla-La Mancha,..
422 Maldivas,TOTAL,Cataluña,1
422 Maldivas,TOTAL,Comunitat Valenciana,..
422 Maldivas,TOTAL,Extremadura,..
422 Maldivas,TOTAL,Galicia,..
422 Maldivas,TOTAL,Madrid,
422 Maldivas,TOTAL,Murcia,
422 Maldivas,TOTAL,Navarra,
422 Maldivas,TOTAL,País Vasco,..
422 Maldivas,TOTAL,Rioja,
422 Maldivas,TOTAL,Ciudad autónoma de Ceuta,..
422 Maldivas,TOTAL,Ciudad autónoma de Melilla,..
423 Mongolia,TOTAL,,6
423 Mongolia,TOTAL,Andalucía,1
423 Mongolia,TOTAL,Aragón,..
423 Mongolia,TOTAL,Asturias,
423 Mongolia,TOTAL,Balears,
423 Mongolia,TOTAL,Canarias,..
423 Mongolia,TOTAL,Cantabria,..
423 Mongolia,TOTAL,Castilla y León,1
423 Mongolia,TOTAL,Castilla-La Mancha,..
423 Mongolia,TOTAL,Cataluña,..
423 Mongolia,TOTAL,Comunitat Valenciana,3
423 Mongolia,TOTAL,Extremadura,..
423 Mongolia,TOTAL,Galicia,..
423 Mongolia,TOTAL,Madrid,
423 Mongolia,TOTAL,Murcia,
423 Mongolia,TOTAL,Navarra,
423 Mongolia,TOTAL,País Vasco,..
423 Mongolia,TOTAL,Rioja,
423 Mongolia,TOTAL,Ciudad autónoma de Ceuta,..
423 Mongolia,TOTAL,Ciudad autónoma de Melilla,..
405 Myanmar,TOTAL,,43
405 Myanmar,TOTAL,Andalucía,3
405 Myanmar,TOTAL,Aragón,1
405 Myanmar,TOTAL,Asturias,
405 Myanmar,TOTAL,Balears,
405 Myanmar,TOTAL,Canarias,..
405 Myanmar,TOTAL,Cantabria,..
405 Myanmar,TOTAL,Castilla y León,5
405 Myanmar,TOTAL,Castilla-La Mancha,1
405 Myanmar,TOTAL,Cataluña,11
405 Myanmar,TOTAL,Comunitat Valenciana,4
405 Myanmar,TOTAL,Extremadura,..
405 Myanmar,TOTAL,Galicia,1
405 Myanmar,TOTAL,Madrid,
405 Myanmar,TOTAL,Murcia,
405 Myanmar,TOTAL,Navarra,
405 Myanmar,TOTAL,País Vasco,1
405 Myanmar,TOTAL,Rioja,
405 Myanmar,TOTAL,Ciudad autónoma de Ceuta,1
405 Myanmar,TOTAL,Ciudad autónoma de Melilla,..
424 Nepal,TOTAL,,7
424 Nepal,TOTAL,Andalucía,1
424 Nepal,TOTAL,Aragón,..
424 Nepal,TOTAL,Asturias,
424 Nepal,TOTAL,Balears,
424 Nepal,TOTAL,Canarias,..
424 Nepal,TOTAL,Cantabria,..
424 Nepal,TOTAL,Castilla y León,..
424 Nepal,TOTAL,Castilla-La Mancha,..
424 Nepal,TOTAL,Cataluña,3
424 Nepal,TOTAL,Comunitat Valenciana,..
424 Nepal,TOTAL,Extremadura,..
424 Nepal,TOTAL,Galicia,..
424 Nepal,TOTAL,Madrid,
424 Nepal,TOTAL,Murcia,
424 Nepal,TOTAL,Navarra,
424 Nepal,TOTAL,País Vasco,..
424 Nepal,TOTAL,Rioja,
424 Nepal,TOTAL,Ciudad autónoma de Ceuta,..
424 Nepal,TOTAL,Ciudad autónoma de Melilla,..
425 Omán,TOTAL,,213
425 Omán,TOTAL,Andalucía,17
425 Omán,TOTAL,Aragón,3
425 Omán,TOTAL,Asturias,
425 Omán,TOTAL,Balears,
425 Omán,TOTAL,Canarias,11
425 Omán,TOTAL,Cantabria,3
425 Omán,TOTAL,Castilla y León,10
425 Omán,TOTAL,Castilla-La Mancha,9
425 Omán,TOTAL,Cataluña,33
425 Omán,TOTAL,Comunitat Valenciana,17
425 Omán,TOTAL,Extremadura,3
425 Omán,TOTAL,Galicia,16
425 Omán,TOTAL,Madrid,
425 Omán,TOTAL,Murcia,
425 Omán,TOTAL,Navarra,
425 Omán,TOTAL,País Vasco,4
425 Omán,TOTAL,Rioja,
425 Omán,TOTAL,Ciudad autónoma de Ceuta,..
425 Omán,TOTAL,Ciudad autónoma de Melilla,..
438 Otros Países de Asia,TOTAL,,375
438 Otros Países de Asia,TOTAL,Andalucía,30
438 Otros Países de Asia,TOTAL,Aragón,12
438 Otros Países de Asia,TOTAL,Asturias,
438 Otros Países de Asia,TOTAL,Balears,
438 Otros Países de Asia,TOTAL,Canarias,8
438 Otros Países de Asia,TOTAL,Cantabria,5
438 Otros Países de Asia,TOTAL,Castilla y León,49
438 Otros Países de Asia,TOTAL,Castilla-La Mancha,5
438 Otros Países de Asia,TOTAL,Cataluña,61
438 Otros Países de Asia,TOTAL,Comunitat Valenciana,38
438 Otros Países de Asia,TOTAL,Extremadura,5
438 Otros Países de Asia,TOTAL,Galicia,19
438 Otros Países de Asia,TOTAL,Madrid,
438 Otros Países de Asia,TOTAL,Murcia,
438 Otros Países de Asia,TOTAL,Navarra,
438 Otros Países de Asia,TOTAL,País Vasco,25
438 Otros Países de Asia,TOTAL,Rioja,
438 Otros Países de Asia,TOTAL,Ciudad autónoma de Ceuta,..
438 Otros Países de Asia,TOTAL,Ciudad autónoma de Melilla,..
426 Pakistán,TOTAL,,401
426 Pakistán,TOTAL,Andalucía,57
426 Pakistán,TOTAL,Aragón,9
426 Pakistán,TOTAL,Asturias,
426 Pakistán,TOTAL,Balears,
426 Pakistán,TOTAL,Canarias,7
426 Pakistán,TOTAL,Cantabria,..
426 Pakistán,TOTAL,Castilla y León,26
426 Pakistán,TOTAL,Castilla-La Mancha,16
426 Pakistán,TOTAL,Cataluña,196
426 Pakistán,TOTAL,Comunitat Valenciana,20
426 Pakistán,TOTAL,Extremadura,1
426 Pakistán,TOTAL,Galicia,4
426 Pakistán,TOTAL,Madrid,
426 Pakistán,TOTAL,Murcia,
426 Pakistán,TOTAL,Navarra,
426 Pakistán,TOTAL,País Vasco,10
426 Pakistán,TOTAL,Rioja,
426 Pakistán,TOTAL,Ciudad autónoma de Ceuta,..
426 Pakistán,TOTAL,Ciudad autónoma de Melilla,..
449 Palestina,,,
449 Palestina,,,
449 Palestina,,,
449 Palestina,,,
449 Palestina,,,
449 Palestina,,,
449 Palestina,,,
449 Palestina,,,
449 Palestina,,,
449 Palestina,,,
449 Palestina,,,
449 Palestina,,,
449 Palestina,,,
449 Palestina,,,
449 Palestina,,,
449 Palestina,,,
449 Palestina,,,
449 Palestina,,,
449 Palestina,,,
449 Palestina,,,
427 Qatar,TOTAL,,1.325
427 Qatar,TOTAL,Andalucía,160
427 Qatar,TOTAL,Aragón,18
427 Qatar,TOTAL,Asturias,
427 Qatar,TOTAL,Balears,
427 Qatar,TOTAL,Canarias,55
427 Qatar,TOTAL,Cantabria,12
427 Qatar,TOTAL,Castilla y León,56
427 Qatar,TOTAL,Castilla-La Mancha,23
427 Qatar,TOTAL,Cataluña,224
427 Qatar,TOTAL,Comunitat Valenciana,123
427 Qatar,TOTAL,Extremadura,6
427 Qatar,TOTAL,Galicia,50
427 Qatar,TOTAL,Madrid,
427 Qatar,TOTAL,Murcia,
427 Qatar,TOTAL,Navarra,
427 Qatar,TOTAL,País Vasco,38
427 Qatar,TOTAL,Rioja,
427 Qatar,TOTAL,Ciudad autónoma de Ceuta,7
427 Qatar,TOTAL,Ciudad autónoma de Melilla,..
432 Singapur,TOTAL,,1.329
432 Singapur,TOTAL,Andalucía,118
432 Singapur,TOTAL,Aragón,30
432 Singapur,TOTAL,Asturias,
432 Singapur,TOTAL,Balears,
432 Singapur,TOTAL,Canarias,41
432 Singapur,TOTAL,Cantabria,17
432 Singapur,TOTAL,Castilla y León,44
432 Singapur,TOTAL,Castilla-La Mancha,27
432 Singapur,TOTAL,Cataluña,340
432 Singapur,TOTAL,Comunitat Valenciana,79
432 Singapur,TOTAL,Extremadura,8
432 Singapur,TOTAL,Galicia,58
432 Singapur,TOTAL,Madrid,
432 Singapur,TOTAL,Murcia,
432 Singapur,TOTAL,Navarra,
432 Singapur,TOTAL,País Vasco,77
432 Singapur,TOTAL,Rioja,
432 Singapur,TOTAL,Ciudad autónoma de Ceuta,..
432 Singapur,TOTAL,Ciudad autónoma de Melilla,..
433 Siria,TOTAL,,180
433 Siria,TOTAL,Andalucía,32
433 Siria,TOTAL,Aragón,15
433 Siria,TOTAL,Asturias,
433 Siria,TOTAL,Balears,
433 Siria,TOTAL,Canarias,4
433 Siria,TOTAL,Cantabria,..
433 Siria,TOTAL,Castilla y León,5
433 Siria,TOTAL,Castilla-La Mancha,1
433 Siria,TOTAL,Cataluña,24
433 Siria,TOTAL,Comunitat Valenciana,16
433 Siria,TOTAL,Extremadura,..
433 Siria,TOTAL,Galicia,5
433 Siria,TOTAL,Madrid,
433 Siria,TOTAL,Murcia,
433 Siria,TOTAL,Navarra,
433 Siria,TOTAL,País Vasco,..
433 Siria,TOTAL,Rioja,
433 Siria,TOTAL,Ciudad autónoma de Ceuta,..
433 Siria,TOTAL,Ciudad autónoma de Melilla,..
434 Sri-Lanka,TOTAL,,16
434 Sri-Lanka,TOTAL,Andalucía,4
434 Sri-Lanka,TOTAL,Aragón,..
434 Sri-Lanka,TOTAL,Asturias,
434 Sri-Lanka,TOTAL,Balears,
434 Sri-Lanka,TOTAL,Canarias,1
434 Sri-Lanka,TOTAL,Cantabria,1
434 Sri-Lanka,TOTAL,Castilla y León,..
434 Sri-Lanka,TOTAL,Castilla-La Mancha,..
434 Sri-Lanka,TOTAL,Cataluña,..
434 Sri-Lanka,TOTAL,Comunitat Valenciana,..
434 Sri-Lanka,TOTAL,Extremadura,..
434 Sri-Lanka,TOTAL,Galicia,1
434 Sri-Lanka,TOTAL,Madrid,
434 Sri-Lanka,TOTAL,Murcia,
434 Sri-Lanka,TOTAL,Navarra,
434 Sri-Lanka,TOTAL,País Vasco,4
434 Sri-Lanka,TOTAL,Rioja,
434 Sri-Lanka,TOTAL,Ciudad autónoma de Ceuta,..
434 Sri-Lanka,TOTAL,Ciudad autónoma de Melilla,..
435 Tailandia,TOTAL,,802
435 Tailandia,TOTAL,Andalucía,74
435 Tailandia,TOTAL,Aragón,14
435 Tailandia,TOTAL,Asturias,
435 Tailandia,TOTAL,Balears,
435 Tailandia,TOTAL,Canarias,23
435 Tailandia,TOTAL,Cantabria,7
435 Tailandia,TOTAL,Castilla y León,43
435 Tailandia,TOTAL,Castilla-La Mancha,10
435 Tailandia,TOTAL,Cataluña,204
435 Tailandia,TOTAL,Comunitat Valenciana,83
435 Tailandia,TOTAL,Extremadura,8
435 Tailandia,TOTAL,Galicia,46
435 Tailandia,TOTAL,Madrid,
435 Tailandia,TOTAL,Murcia,
435 Tailandia,TOTAL,Navarra,
435 Tailandia,TOTAL,País Vasco,38
435 Tailandia,TOTAL,Rioja,
435 Tailandia,TOTAL,Ciudad autónoma de Ceuta,1
435 Tailandia,TOTAL,Ciudad autónoma de Melilla,..
445 Tayikistán,TOTAL,,1
445 Tayikistán,TOTAL,Andalucía,1
445 Tayikistán,TOTAL,Aragón,..
445 Tayikistán,TOTAL,Asturias,
445 Tayikistán,TOTAL,Balears,
445 Tayikistán,TOTAL,Canarias,..
445 Tayikistán,TOTAL,Cantabria,..
445 Tayikistán,TOTAL,Castilla y León,..
445 Tayikistán,TOTAL,Castilla-La Mancha,..
445 Tayikistán,TOTAL,Cataluña,..
445 Tayikistán,TOTAL,Comunitat Valenciana,..
445 Tayikistán,TOTAL,Extremadura,..
445 Tayikistán,TOTAL,Galicia,..
445 Tayikistán,TOTAL,Madrid,
445 Tayikistán,TOTAL,Murcia,
445 Tayikistán,TOTAL,Navarra,
445 Tayikistán,TOTAL,País Vasco,..
445 Tayikistán,TOTAL,Rioja,
445 Tayikistán,TOTAL,Ciudad autónoma de Ceuta,..
445 Tayikistán,TOTAL,Ciudad autónoma de Melilla,..
436 Turquía,TOTAL,,3.783
436 Turquía,TOTAL,Andalucía,124
436 Turquía,TOTAL,Aragón,11
436 Turquía,TOTAL,Asturias,
436 Turquía,TOTAL,Balears,
436 Turquía,TOTAL,Canarias,10
436 Turquía,TOTAL,Cantabria,6
436 Turquía,TOTAL,Castilla y León,41
436 Turquía,TOTAL,Castilla-La Mancha,28
436 Turquía,TOTAL,Cataluña,872
436 Turquía,TOTAL,Comunitat Valenciana,130
436 Turquía,TOTAL,Extremadura,6
436 Turquía,TOTAL,Galicia,35
436 Turquía,TOTAL,Madrid,
436 Turquía,TOTAL,Murcia,
436 Turquía,TOTAL,Navarra,
436 Turquía,TOTAL,País Vasco,35
436 Turquía,TOTAL,Rioja,
436 Turquía,TOTAL,Ciudad autónoma de Ceuta,3
436 Turquía,TOTAL,Ciudad autónoma de Melilla,..
447 Uzbekistán,TOTAL,,12
447 Uzbekistán,TOTAL,Andalucía,..
447 Uzbekistán,TOTAL,Aragón,..
447 Uzbekistán,TOTAL,Asturias,
447 Uzbekistán,TOTAL,Balears,
447 Uzbekistán,TOTAL,Canarias,..
447 Uzbekistán,TOTAL,Cantabria,..
447 Uzbekistán,TOTAL,Castilla y León,3
447 Uzbekistán,TOTAL,Castilla-La Mancha,..
447 Uzbekistán,TOTAL,Cataluña,1
447 Uzbekistán,TOTAL,Comunitat Valenciana,..
447 Uzbekistán,TOTAL,Extremadura,..
447 Uzbekistán,TOTAL,Galicia,3
447 Uzbekistán,TOTAL,Madrid,
447 Uzbekistán,TOTAL,Murcia,
447 Uzbekistán,TOTAL,Navarra,
447 Uzbekistán,TOTAL,País Vasco,..
447 Uzbekistán,TOTAL,Rioja,
447 Uzbekistán,TOTAL,Ciudad autónoma de Ceuta,..
447 Uzbekistán,TOTAL,Ciudad autónoma de Melilla,..
437 Vietnam,TOTAL,,293
437 Vietnam,TOTAL,Andalucía,39
437 Vietnam,TOTAL,Aragón,3
437 Vietnam,TOTAL,Asturias,
437 Vietnam,TOTAL,Balears,
437 Vietnam,TOTAL,Canarias,11
437 Vietnam,TOTAL,Cantabria,7
437 Vietnam,TOTAL,Castilla y León,6
437 Vietnam,TOTAL,Castilla-La Mancha,1
437 Vietnam,TOTAL,Cataluña,61
437 Vietnam,TOTAL,Comunitat Valenciana,35
437 Vietnam,TOTAL,Extremadura,1
437 Vietnam,TOTAL,Galicia,22
437 Vietnam,TOTAL,Madrid,
437 Vietnam,TOTAL,Murcia,
437 Vietnam,TOTAL,Navarra,
437 Vietnam,TOTAL,País Vasco,13
437 Vietnam,TOTAL,Rioja,
437 Vietnam,TOTAL,Ciudad autónoma de Ceuta,..
437 Vietnam,TOTAL,Ciudad autónoma de Melilla,..
441 Yemen,TOTAL,,4
441 Yemen,TOTAL,Andalucía,1
441 Yemen,TOTAL,Aragón,..
441 Yemen,TOTAL,Asturias,
441 Yemen,TOTAL,Balears,
441 Yemen,TOTAL,Canarias,..
441 Yemen,TOTAL,Cantabria,..
441 Yemen,TOTAL,Castilla y León,..
441 Yemen,TOTAL,Castilla-La Mancha,..
441 Yemen,TOTAL,Cataluña,..
441 Yemen,TOTAL,Comunitat Valenciana,1
441 Yemen,TOTAL,Extremadura,..
441 Yemen,TOTAL,Galicia,..
441 Yemen,TOTAL,Madrid,
441 Yemen,TOTAL,Murcia,
441 Yemen,TOTAL,Navarra,
441 Yemen,TOTAL,País Vasco,..
441 Yemen,TOTAL,Rioja,
441 Yemen,TOTAL,Ciudad autónoma de Ceuta,..
441 Yemen,TOTAL,Ciudad autónoma de Melilla,..
501 Australia,TOTAL,,19.582
501 Australia,TOTAL,Andalucía,2.906
501 Australia,TOTAL,Aragón,273
501 Australia,TOTAL,Asturias,
501 Australia,TOTAL,Balears,
501 Australia,TOTAL,Canarias,595
501 Australia,TOTAL,Cantabria,543
501 Australia,TOTAL,Castilla y León,1.016
501 Australia,TOTAL,Castilla-La Mancha,374
501 Australia,TOTAL,Cataluña,2.529
501 Australia,TOTAL,Comunitat Valenciana,863
501 Australia,TOTAL,Extremadura,224
501 Australia,TOTAL,Galicia,1.682
501 Australia,TOTAL,Madrid,
501 Australia,TOTAL,Murcia,
501 Australia,TOTAL,Navarra,
501 Australia,TOTAL,País Vasco,884
501 Australia,TOTAL,Rioja,
501 Australia,TOTAL,Ciudad autónoma de Ceuta,23
501 Australia,TOTAL,Ciudad autónoma de Melilla,33
502 Fiji,TOTAL,,2
502 Fiji,TOTAL,Andalucía,1
502 Fiji,TOTAL,Aragón,..
502 Fiji,TOTAL,Asturias,
502 Fiji,TOTAL,Balears,
502 Fiji,TOTAL,Canarias,..
502 Fiji,TOTAL,Cantabria,..
502 Fiji,TOTAL,Castilla y León,..
502 Fiji,TOTAL,Castilla-La Mancha,..
502 Fiji,TOTAL,Cataluña,..
502 Fiji,TOTAL,Comunitat Valenciana,..
502 Fiji,TOTAL,Extremadura,..
502 Fiji,TOTAL,Galicia,..
502 Fiji,TOTAL,Madrid,
502 Fiji,TOTAL,Murcia,
502 Fiji,TOTAL,Navarra,
502 Fiji,TOTAL,País Vasco,..
502 Fiji,TOTAL,Rioja,
502 Fiji,TOTAL,Ciudad autónoma de Ceuta,..
502 Fiji,TOTAL,Ciudad autónoma de Melilla,..
513 Islas Cook,TOTAL,,1
513 Islas Cook,TOTAL,Andalucía,..
513 Islas Cook,TOTAL,Aragón,..
513 Islas Cook,TOTAL,Asturias,
513 Islas Cook,TOTAL,Balears,
513 Islas Cook,TOTAL,Canarias,..
513 Islas Cook,TOTAL,Cantabria,..
513 Islas Cook,TOTAL,Castilla y León,..
513 Islas Cook,TOTAL,Castilla-La Mancha,..
513 Islas Cook,TOTAL,Cataluña,1
513 Islas Cook,TOTAL,Comunitat Valenciana,..
513 Islas Cook,TOTAL,Extremadura,..
513 Islas Cook,TOTAL,Galicia,..
513 Islas Cook,TOTAL,Madrid,
513 Islas Cook,TOTAL,Murcia,
513 Islas Cook,TOTAL,Navarra,
513 Islas Cook,TOTAL,País Vasco,..
513 Islas Cook,TOTAL,Rioja,
513 Islas Cook,TOTAL,Ciudad autónoma de Ceuta,..
513 Islas Cook,TOTAL,Ciudad autónoma de Melilla,..
506 Islas Salomón,TOTAL,,2
506 Islas Salomón,TOTAL,Andalucía,..
506 Islas Salomón,TOTAL,Aragón,..
506 Islas Salomón,TOTAL,Asturias,
506 Islas Salomón,TOTAL,Balears,
506 Islas Salomón,TOTAL,Canarias,1
506 Islas Salomón,TOTAL,Cantabria,..
506 Islas Salomón,TOTAL,Castilla y León,..
506 Islas Salomón,TOTAL,Castilla-La Mancha,..
506 Islas Salomón,TOTAL,Cataluña,..
506 Islas Salomón,TOTAL,Comunitat Valenciana,..
506 Islas Salomón,TOTAL,Extremadura,..
506 Islas Salomón,TOTAL,Galicia,..
506 Islas Salomón,TOTAL,Madrid,
506 Islas Salomón,TOTAL,Murcia,
506 Islas Salomón,TOTAL,Navarra,
506 Islas Salomón,TOTAL,País Vasco,..
506 Islas Salomón,TOTAL,Rioja,
506 Islas Salomón,TOTAL,Ciudad autónoma de Ceuta,..
506 Islas Salomón,TOTAL,Ciudad autónoma de Melilla,..
511 Micronesia,TOTAL,,1
511 Micronesia,TOTAL,Andalucía,..
511 Micronesia,TOTAL,Aragón,..
511 Micronesia,TOTAL,Asturias,
511 Micronesia,TOTAL,Balears,
511 Micronesia,TOTAL,Canarias,..
511 Micronesia,TOTAL,Cantabria,..
511 Micronesia,TOTAL,Castilla y León,..
511 Micronesia,TOTAL,Castilla-La Mancha,..
511 Micronesia,TOTAL,Cataluña,..
511 Micronesia,TOTAL,Comunitat Valenciana,..
511 Micronesia,TOTAL,Extremadura,..
511 Micronesia,TOTAL,Galicia,..
511 Micronesia,TOTAL,Madrid,
511 Micronesia,TOTAL,Murcia,
511 Micronesia,TOTAL,Navarra,
511 Micronesia,TOTAL,País Vasco,1
511 Micronesia,TOTAL,Rioja,
511 Micronesia,TOTAL,Ciudad autónoma de Ceuta,..
511 Micronesia,TOTAL,Ciudad autónoma de Melilla,..
504 Nueva Zelanda,TOTAL,,1.049
504 Nueva Zelanda,TOTAL,Andalucía,104
504 Nueva Zelanda,TOTAL,Aragón,15
504 Nueva Zelanda,TOTAL,Asturias,
504 Nueva Zelanda,TOTAL,Balears,
504 Nueva Zelanda,TOTAL,Canarias,49
504 Nueva Zelanda,TOTAL,Cantabria,12
504 Nueva Zelanda,TOTAL,Castilla y León,40
504 Nueva Zelanda,TOTAL,Castilla-La Mancha,16
504 Nueva Zelanda,TOTAL,Cataluña,252
504 Nueva Zelanda,TOTAL,Comunitat Valenciana,80
504 Nueva Zelanda,TOTAL,Extremadura,7
504 Nueva Zelanda,TOTAL,Galicia,74
504 Nueva Zelanda,TOTAL,Madrid,
504 Nueva Zelanda,TOTAL,Murcia,
504 Nueva Zelanda,TOTAL,Navarra,
504 Nueva Zelanda,TOTAL,País Vasco,68
504 Nueva Zelanda,TOTAL,Rioja,
504 Nueva Zelanda,TOTAL,Ciudad autónoma de Ceuta,..
504 Nueva Zelanda,TOTAL,Ciudad autónoma de Melilla,..
516 Palaos,TOTAL,,2
516 Palaos,TOTAL,Andalucía,..
516 Palaos,TOTAL,Aragón,..
516 Palaos,TOTAL,Asturias,
516 Palaos,TOTAL,Balears,
516 Palaos,TOTAL,Canarias,..
516 Palaos,TOTAL,Cantabria,..
516 Palaos,TOTAL,Castilla y León,1
516 Palaos,TOTAL,Castilla-La Mancha,..
516 Palaos,TOTAL,Cataluña,..
516 Palaos,TOTAL,Comunitat Valenciana,..
516 Palaos,TOTAL,Extremadura,..
516 Palaos,TOTAL,Galicia,..
516 Palaos,TOTAL,Madrid,
516 Palaos,TOTAL,Murcia,
516 Palaos,TOTAL,Navarra,
516 Palaos,TOTAL,País Vasco,1
516 Palaos,TOTAL,Rioja,
516 Palaos,TOTAL,Ciudad autónoma de Ceuta,..
516 Palaos,TOTAL,Ciudad autónoma de Melilla,..
505 Papúa Nueva Guinea,TOTAL,,3
505 Papúa Nueva Guinea,TOTAL,Andalucía,..
505 Papúa Nueva Guinea,TOTAL,Aragón,1
505 Papúa Nueva Guinea,TOTAL,Asturias,
505 Papúa Nueva Guinea,TOTAL,Balears,
505 Papúa Nueva Guinea,TOTAL,Canarias,..
505 Papúa Nueva Guinea,TOTAL,Cantabria,..
505 Papúa Nueva Guinea,TOTAL,Castilla y León,1
505 Papúa Nueva Guinea,TOTAL,Castilla-La Mancha,..
505 Papúa Nueva Guinea,TOTAL,Cataluña,..
505 Papúa Nueva Guinea,TOTAL,Comunitat Valenciana,..
505 Papúa Nueva Guinea,TOTAL,Extremadura,..
505 Papúa Nueva Guinea,TOTAL,Galicia,..
505 Papúa Nueva Guinea,TOTAL,Madrid,
505 Papúa Nueva Guinea,TOTAL,Murcia,
505 Papúa Nueva Guinea,TOTAL,Navarra,
505 Papúa Nueva Guinea,TOTAL,País Vasco,..
505 Papúa Nueva Guinea,TOTAL,Rioja,
505 Papúa Nueva Guinea,TOTAL,Ciudad autónoma de Ceuta,..
505 Papúa Nueva Guinea,TOTAL,Ciudad autónoma de Melilla,..
517 Timor Oriental,TOTAL,,7
517 Timor Oriental,TOTAL,Andalucía,1
517 Timor Oriental,TOTAL,Aragón,1
517 Timor Oriental,TOTAL,Asturias,
517 Timor Oriental,TOTAL,Balears,
517 Timor Oriental,TOTAL,Canarias,..
517 Timor Oriental,TOTAL,Cantabria,..
517 Timor Oriental,TOTAL,Castilla y León,..
517 Timor Oriental,TOTAL,Castilla-La Mancha,..
517 Timor Oriental,TOTAL,Cataluña,2
517 Timor Oriental,TOTAL,Comunitat Valenciana,..
